Medication,Class,RMP,Peak,APD50,APD90,Triangulation,APA,Block_IKr,Block_INa,Block_INaL,Block_ICaL,Block_IKs,Block_IK1,Block_Ito
Clozapine,2,-90.74562999999999,32.39614816496291,232.0,278.8,46.80000000000001,123.1417781649629,27.043544690603515,0.22082290137628904,0.0,1.9287348806799607,0.0,0.0,0.0
Desipramine,2,-90.74992087809451,31.125564026757974,193.5,234.60000000000002,41.10000000000002,121.87548490485248,3.406765042264616,6.6339066339066335,0.0,5.943863511282332,0.0,0.0,0.0
Dolasetron,2,-90.7475356315598,32.251834956568445,195.8,237.20000000000002,41.400000000000006,122.99937058812824,2.907296020880846,0.9384775808133472,0.0,0.0,0.0,0.0,0.0
Lapatinib,2,-90.74806038010975,32.42731418644348,192.3,233.10000000000002,40.80000000000001,123.17537456655323,4.17999825276073e-05,0.001321814589851716,0.0,0.0020949189167522096,0.03169829291800986,0.0,0.0
Lopinavir,2,-90.7481801791976,32.40787369645601,200.5,243.10000000000002,42.60000000000002,123.15605387565361,8.369799356370343,0.0,0.0,4.315933442504309,0.0,0.0,0.0
Nilotinib,2,-90.7481684835392,32.424992072182555,191.8,232.70000000000002,40.900000000000006,123.17316055572175,0.09500325623660749,0.005999640021598703,1.258917331095258,0.030062211492016867,0.015069053939678577,0.0,0.0018973305968850904
Paliperidone,2,-90.74716179294734,32.42544193114785,198.9,240.8,41.900000000000006,123.17260372409518,5.340464287098399,0.03914367818330843,0.0,0.02327132830327006,0.0274220233473256,0.0,0.10908002659158905
Risperidone,2,-90.74781482893458,32.42726662046107,194.20000000000002,235.3,41.099999999999994,123.17508144939565,1.5536126097092415,0.0068230638379969365,0.0,0.022255117480491166,0.009804755757335675,0.0,0.0
Ritonavir,2,-90.74875176888465,31.941723135276167,195.0,237.4,42.400000000000006,122.69047490416081,7.810293355261981,2.5056059276591593,12.356907378443854,2.153570398878082,0.0,0.0,0.0
Saquinavir,2,-90.74906760032017,32.370050988637445,198.60000000000002,241.3,42.69999999999999,123.11911858895762,8.764103909734978,0.13707491139267006,2.4940123247409685,6.354873114325044,1.64256909609521,0.0,0.0
Sertindole,2,-90.7458654114236,32.433179303415734,209.60000000000002,253.10000000000002,43.5,123.17904471483934,13.000817661488144,0.016208380657162267,0.0,0.0075913988186681386,0.0,0.0,0.0
Sunitinib,2,-90.74764209747424,32.42505448391692,195.4,236.70000000000002,41.30000000000001,123.17269658139116,2.526595744680851,0.025979819992824213,0.0,0.023913809595730754,0.0,0.0,0.03789562030343622
Tolterodine,2,-90.74714492194005,32.429617808562384,199.20000000000002,241.10000000000002,41.900000000000006,123.17676273050243,5.555555555555555,0.006382435537401072,0.0,0.09216589861751152,0.0012589067653649571,0.0,0.007942651451331708
Tamoxifen,2,-90.74780199581092,32.428507818659114,194.10000000000002,235.20000000000002,41.099999999999994,123.17630981447003,1.477832512315271,0.0,0.0,0.0,0.0,0.0,0.0
Amitriptyline ,3,-90.74738624554702,32.453733552278166,190.10000000000002,231.0,40.89999999999998,123.20111979782519,0.5297319323573071,0.7259580507495823,8.308645235741746,0.31281152246399224,10.339818315564923,0.0,15.46465810053241
Diphenhydramine,3,-90.74793944175248,32.41343999230942,192.4,233.3,40.900000000000006,123.1613794340619,0.1521709990272245,0.08285811765852706,0.0,0.01491005727216117,0.0,0.0,0.0
Famotidine ,3,-90.74796696990242,32.42755876906965,192.3,233.10000000000002,40.80000000000001,123.17552573897207,0.0141896485224061,0.0,0.0,0.0,0.0,0.0,0.0
Fluvoxamine,3,-90.74874528206827,32.215287459064626,202.20000000000002,245.3,43.099999999999994,122.9640327411329,10.842680471670981,0.9477838952158282,0.0,7.14421072579117,0.0,0.0,0.0
Metronidazole ,3,-90.76648160464262,32.013517810528306,159.9,209.20000000000002,49.30000000000001,122.77999941517092,12.244630696699842,0.8939241837563937,0.0,50.82306151169137,0.0,0.0,0.0
Nelfinavir,3,-90.74805944729226,32.42404151392362,192.20000000000002,233.0,40.79999999999998,123.17210096121588,0.0120200160699136,0.02074937084635909,0.0,0.0,0.07579259874266055,0.0,0.0012021311740596655
Paroxetine,3,-90.74793062133877,32.425590709249086,193.20000000000002,234.3,41.099999999999994,123.17352133058785,0.8355624779408163,0.01351435579788952,0.0,0.03487834484075306,0.0,0.0,0.0
Propafenone,3,-90.75072063319172,31.050833054855183,205.5,249.9,44.400000000000006,121.80155368804691,18.15214662314838,6.805987009319401,7.334607310686394,13.683465873829716,0.0,0.0,0.0
Quetiapine,3,-90.74809363855289,32.39277986095142,192.70000000000002,233.70000000000002,41.0,123.14087349950431,0.5702042367902685,0.1948857260969704,0.0,0.31630403527269246,0.0,0.0,0.0
Quinine,3,-90.75533382240647,29.31122871398212,181.10000000000002,224.70000000000002,43.599999999999994,120.06656253638859,14.314242611706225,14.787801472334305,39.86923542267035,16.119727691611974,7.7812669529744,0.0,4.755037513204431
Ranolazine,3,-90.74810836071237,32.283301600286855,199.20000000000002,243.60000000000002,44.400000000000006,123.03140996099921,15.395376723735927,0.6275545297969345,24.89089805897847,1.2581329600550233,0.6653978710723242,0.0,0.006391515121243392
Solifenacin,3,-90.74779674407733,32.42052482405734,194.10000000000002,235.3,41.19999999999999,123.16832156813467,1.5458977264058655,0.04720670381125602,0.0,0.011676024888471907,0.010971822021237275,0.0,0.006923080904117017
Voriconazole,3,-90.7484025568515,32.357725745194045,192.9,234.0,41.099999999999994,123.10612830204555,1.1476060161216595,0.3662128044035499,0.0,1.3572311436797897,0.0,0.0,0.0
Alvimopan,4,-90.74809409097108,32.426596218279634,192.20000000000002,233.10000000000002,40.900000000000006,123.1746903092507,0.0006053827519568763,0.0020581687863217525,0.0,0.10304819346750195,0.010314385255656103,0.0,0.0
Ambrisentan,4,-90.74805237569947,32.42674558996417,192.3,233.10000000000002,40.80000000000001,123.17479796566364,0.015022075268776447,0.006666517341399967,0.0,0.0029976576470346103,0.026681662256928463,0.0,0.029968486166755723
Aspirin,4,-90.74804279341093,32.4275545607207,192.4,233.20000000000002,40.80000000000001,123.17559735413164,0.007699407145649785,0.0,0.0,0.0,0.0,0.0,0.0
Ceftriaxone,4,-90.75054020362073,31.936960312809394,191.20000000000002,232.60000000000002,41.400000000000006,122.68750051643012,2.982995359204535,2.4058819811658627,0.0,8.181297163052822,0.0,0.0,0.0
Chlorpheniramine,4,-90.74807240048577,32.427592226614514,192.3,233.20000000000002,40.900000000000006,123.17566462710028,0.06340595217035404,0.0,0.0,0.0,0.0,0.0,0.0
Cibenzoline,4,-90.74906576993503,31.81194809850443,193.60000000000002,235.3,41.69999999999999,122.56101386843946,4.778008326088579,3.236067052807253,7.2944023058958924,2.19411208554755,0.0,0.0,0.0
Darifenacin,4,-90.7479746160342,32.42490491125832,192.70000000000002,233.60000000000002,40.900000000000006,123.17287952729251,0.34942409732108193,0.01703179899953951,0.0,1.703584746750802e-05,0.0013531616622237859,0.0,0.0021446402410079985
Darunavir,4,-90.74787785554958,32.208490324607105,193.4,234.3,40.900000000000006,122.95636818015669,0.8551245507497831,1.2187711960208003,0.0,0.05439047822946224,0.4686583059836119,0.0,0.8551245507497831
Deferasirox,4,-90.7479329226997,32.13661223354112,192.4,233.10000000000002,40.70000000000002,122.88454515624082,0.03522935114884885,1.7356167105127402,0.0,0.14010343488086216,0.0,0.0,2.7231233739867378
Desvenlafaxine,4,-90.74810265984532,32.08498422917763,192.5,233.20000000000002,40.70000000000002,122.83308688902295,0.019547492191920608,1.9176390496001936,0.0,0.0,0.0,0.0,0.07777464681049563
Diazepam,4,-90.74812142713296,32.42377992143285,192.20000000000002,233.0,40.79999999999998,123.17190134856581,0.032203311390437965,0.015276907111136865,0.0,0.20399546613021322,0.0,0.0,0.0
Diltiazem ,4,-90.74986425267267,32.26052663708775,188.3,229.4,41.099999999999994,123.01039088976042,0.2792583116541098,0.8952830608881565,2.5579936228320714,5.443220797977974,0.18881926895942733,0.0,3.2543865622783392
Doxorubicin,4,-90.74774827882868,32.427865039058865,194.3,235.20000000000002,40.900000000000006,123.17561331788755,0.46245145056069503,0.0,0.0,0.0,49.25627895635211,0.0,0.0
Duloxetine,4,-90.74796949495624,32.40868403935581,192.4,233.3,40.900000000000006,123.15665353431206,0.1459040830988635,0.11594246638045728,0.0,0.03669181501912989,0.09211506990554709,0.0,0.09211506990554709
Ebastine,4,-90.74803405162763,32.42572019397055,192.3,233.10000000000002,40.80000000000001,123.17375424559818,2.8991635539902113e-07,0.0107680711308013,0.0,0.0,0.5538736446166567,0.0,0.0
Eltrombopag,4,-90.74563,32.42883459405014,219.60000000000002,264.5,44.89999999999998,123.17446459405014,19.392238223090065,0.06690036182612305,0.0,0.0,0.0,0.0,0.010024905233574015
Etravirine,4,-90.74804947325568,32.42743668529511,192.3,233.10000000000002,40.80000000000001,123.1754861585508,0.0008490104067827391,0.0006743941192353943,0.0,0.0,0.00015081658165668426,0.0,0.00010688487067550453
Everolimus,4,-90.74805692264435,32.42722240169236,192.3,233.10000000000002,40.80000000000001,123.17527932433671,0.0010109071849605008,0.0019337770231792916,0.0,0.0,0.008029355242774006,0.0,8.029993551915177e-05
Lamivudine,4,-90.74936469204354,32.38934592286389,190.10000000000002,231.0,40.89999999999998,123.13871061490744,0.07034969539457615,0.09193525621707402,0.0,3.8226388792225676,0.0,0.0,0.0
Lidocaine,4,-90.74919425563007,32.41220930681607,186.10000000000002,227.20000000000002,41.099999999999994,123.16140356244614,0.0,0.0,13.351901328123684,0.0,0.0,0.0,0.0
Linezolid,4,-90.76119529779146,31.820464872516826,168.8,213.10000000000002,44.30000000000001,122.58166017030828,4.900067146919117,2.186336046989026,0.0,36.73364055358818,0.0,0.0,0.0
Loratadine,4,-90.74803948076855,32.42758264577789,192.3,233.20000000000002,40.900000000000006,123.17562212654644,0.06079009964660256,3.4795013459205086e-05,0.0,7.117275614571148e-05,0.0,0.0,0.0
Maraviroc ,4,-90.74797300384479,32.41922609598847,192.9,233.9,41.0,123.16719909983325,0.5197375012523795,0.05086448170012385,0.0,0.0,0.6534301144683597,0.0,0.0
Metoprolol,4,-90.74819566035303,32.21955205604038,192.9,233.70000000000002,40.80000000000001,122.9677477163934,0.30938466827088346,1.1124845488257107,0.0,0.0,0.0,0.0,0.0
Mexiletine,4,-90.74788394089147,27.117153424606272,222.00000000000003,266.59999999999997,44.59999999999994,117.86503736549774,29.22358270224361,24.10531846575982,25.27195557143183,3.9652738430216363,0.0,0.0,0.0
Mibefradil,4,-90.7482689734139,32.4054945902784,192.20000000000002,233.10000000000002,40.900000000000006,123.15376356369231,0.33294861360497713,0.10542865081942501,0.10542865081942501,0.7193185230779863,0.1015916017609211,0.0,0.0
Mitoxantrone,4,-90.74893639389781,32.37195767329539,196.9,239.0,42.099999999999994,123.1208940671932,5.905666815401979,0.1776916667454777,0.0,4.98638537789762,0.0,0.0,0.0
Nebivolol,4,-90.74805118429909,32.424853652766,192.3,233.20000000000002,40.900000000000006,123.17290483706509,0.020779684948806647,0.01584642908643752,0.0,0.006309148264984227,0.003593115590528547,0.0,0.00199522250356234
Nifedipine,4,-90.7715783666966,32.158738753891605,133.6,185.5,51.900000000000006,122.9303171205882,0.029321757821429293,0.02409255474500407,0.0,59.51417004048584,0.005529175505312821,0.0,0.0
Nisoldipine,4,-90.74894553361023,32.41244335004734,190.70000000000002,231.70000000000002,41.0,123.16138888365757,0.00023452262882603443,0.0,0.0,2.559871156836744,0.00010134337635581582,0.0,0.0
Palonosetron,4,-90.74810768621879,32.42668434598307,192.3,233.20000000000002,40.900000000000006,123.17479203220185,0.03453956108188533,0.005211977123429642,0.0,0.00026123561835123953,0.0020750182960747837,0.0,0.0
Pentobarbital,4,-90.74818924372717,32.39258953456357,192.20000000000002,233.10000000000002,40.900000000000006,123.14077877829074,0.00979853398528641,0.1921468386810054,0.0,0.3687247682637387,0.2850745993224176,0.0,0.0
Phenytoin,4,-90.74961025815313,30.78866752881634,193.20000000000002,233.70000000000002,40.5,121.53827778696947,1.840490797546012,8.411214953271028,0.0,3.588144440432282,1.1124845488257107,0.0,0.0
Propranolol,4,-90.74801799064363,32.33510825216028,192.70000000000002,233.60000000000002,40.900000000000006,123.08312624280391,0.35587188612099646,0.478650300933605,0.0,0.04807211769577489,0.10089809292614459,0.0,0.0
Raltegravir,4,-90.74894363795404,32.01453675712039,191.70000000000002,232.5,40.79999999999998,122.76348039507442,0.22087051848906164,2.1656555066416474,0.0,2.7591643673630273,21.793953734549643,0.0,0.1394735615052524
Ribavirin,4,-90.74860665900988,32.31919112356206,192.70000000000002,233.9,41.19999999999999,123.06779778257194,1.5344135697186247,0.5002043106730502,0.0,2.3635088908024073,0.0,0.0,0.0
Rufinamide,4,-90.75748240092709,32.289286724733145,173.6,215.8,42.20000000000002,123.04676912566023,0.0,0.0,0.0,26.08512912314855,0.0,0.0,0.0
Sildenafil,4,-90.74806177371408,32.42386204923693,192.3,233.20000000000002,40.900000000000006,123.17192382295102,0.0999000999000999,0.01994864301649974,0.0,0.0999000999000999,0.03591979827441289,0.0,0.0199486428573204
Silodosin,4,-90.74810337039548,32.42460535264861,192.3,233.20000000000002,40.900000000000006,123.1727087230441,0.0657829046676495,0.017747578723188478,0.0,0.0014099769972324167,0.004458595176277726,0.0,0.0035416267311360787
Sitagliptin,4,-90.74791748405288,32.41503739963026,192.4,233.3,40.900000000000006,123.16295488368314,0.1739862494738319,0.07409578610093884,0.0,0.0011762558713191255,0.18591174084723988,0.0,0.0005889965308104335
S-oxybutynin ,4,-90.74805014448283,32.427546318130325,192.3,233.10000000000002,40.80000000000001,123.17559646261316,0.0004385945675676861,0.0,0.0,0.0005855100838584743,0.0009766577755942344,0.00027472451998758246,0.0
Tadalafil,4,-90.74807558775979,32.4215148096563,192.3,233.20000000000002,40.900000000000006,123.16959039741609,0.05007491246885311,0.03522188734479697,0.0,0.01258297290190229,0.024452252462429675,0.0,0.0
Telbivudine,4,-90.74871644862547,32.28767734739021,191.5,232.5,41.0,123.03639379601569,0.29306074102132196,0.6872501131343103,0.0,2.0217366540814212,5.539635980746089,0.0,0.0
Verapamil,4,-90.74563000000002,32.45143132587175,218.9,264.0,45.099999999999994,123.19706132587177,19.361095143084512,0.02489848717348427,1.1394007596005065,0.19512397369274798,0.4083289157862122,1.0122304927073102,1.648649105071284
