Medication,Class,RMP,Peak,APD50,APD90,Triangulation,APA,Block_IKr,Block_INa,Block_INaL,Block_ICaL,Block_IKs,Block_IK1,Block_Ito,IC50_IKr,IC50_INa,IC50_ICaL,Bnet
Amiodarone_x_Voriconazole_synth4156,1,-90.75314641436299,32.025106317070744,181.23520368965222,222.40288130485973,41.58378954033912,122.77825273143372,0.9010713619031089,0.7845154381110628,7.77527043251237,19.1015490300416,6.4040967298696225,0.0,11.41517260835107,527776.8880835769,59362.399877849,3022.288171408826,-1.595526707322367
Chlorpheniramine_x_Haloperidol_synth1617,4,-90.74719419333559,32.4267720285464,199.26846268153392,241.38931490591847,41.907029314073,123.17396622188198,4.2213010814829754,0.0,0.0,0.022582767092932977,0.0,0.0,0.0191366594190034,142310.8430058488,14828343603.68326,3670886826.5260324,4.714693826908421
Palonosetron_x_Paroxetine_synth2817,3,-90.74803017514668,32.4280904222154,191.62281885076771,233.66231229340855,40.991960890346036,123.17612059736209,0.0,0.00033968451003499756,0.0,0.0,0.0,0.0015364600143076687,0.12939778243956074,679314.8717684619,16465933.71791939,10930830.456635265,1.2955486381322259
Dofetilide_x_Vandetanib_synth1175,4,-90.74599549689599,32.51848901294319,209.90272936709306,251.4035460016444,43.2079927707023,123.26448450983918,20.92724785178078,0.0,0.004618104188011243,0.0,0.16740611823396526,0.0020727265834801375,5.605796671074795,11395.79393516134,1405757123.354804,739815272.6283648,4.951772205233317
Everolimus_x_Paroxetine_synth1747,3,-90.74793776906671,32.42793624880402,193.16866518858006,232.6797193972374,40.818684719104,123.17587401787074,0.957609507675941,0.004746098862043269,0.5291807951581591,0.0,0.0,0.0,0.0,90707861.69352902,8392877.379897593,7964480964.492985,0.4548892491624885
Desvenlafaxine_x_Silodosin_synth4435,3,-90.74805473981039,32.20011633934848,192.0945960949651,234.44629599084595,40.822697163330204,122.94817107915887,0.7827653246448625,1.0708054714239745,0.4272448129894052,0.1092242207469605,0.0,0.002264527908702166,0.28049764504702496,2320890.3328686357,338845.6219825428,205211961.1006563,0.5554476551560565
Darifenacin_x_Palonosetron_synth4719,3,-90.74804525210696,32.42558262668307,192.68947243927929,233.63156226128427,40.91621635093314,123.17362787879003,0.07621917783902477,0.02323274199784551,0.0,0.0,0.0,0.0,0.0,1016176.8345121482,14737363.728247829,754578391.2567285,2.0160927930767265
Eltrombopag_x_Azithromycin_synth1758,4,-90.74563199001761,32.51696691492238,215.39795402135056,259.36563268727224,44.253473917924104,123.26259890493999,16.400941656456567,7.209100474070418e-05,0.012771677692267386,0.0,0.0,0.015673613842776428,4.142576882383663,5751.540416833817,6790737.233026694,103410598821.2616,5.16345681342515
Mexiletine_x_Duloxetine_synth4363,2,-90.74801429083618,29.9137407834318,207.06450124851804,249.3429791220224,42.652818357539296,120.66175507426797,23.488120498457988,8.237803788846803,9.743549979592286,1.2038948981681623,0.0,0.0,0.0,39547.073569576016,3718.9837461770694,612394.1198113573,0.08161329430829789
Halofantrine_x_Ajmaline_synth2333,3,-90.74564863357722,32.154503981724986,248.0832619248997,298.31799038591896,49.36672635052546,122.9001526153022,32.527410224925134,1.1542572575916064,0.0,4.870036644886062,0.027751872517365817,0.0,0.07697320720815169,1141.9471593643393,105981.86392434317,12570.752612759707,1.5046504079767025
Haloperidol_x_Lopinavir_synth4303,4,-90.74698301953305,32.42506838363135,204.50207813726655,247.5437998953283,43.15231574740541,123.1720514031644,10.757299903992843,0.0007739279031490159,0.0,1.719249094865365,0.7113788194638888,0.0,0.06564338733668777,7807.818871156025,652451306.3174042,27608.523503514745,2.735265913309785
Sparfloxacin_x_Everolimus_synth1615,3,-90.74780236223457,32.42520842489182,196.41186281802075,237.4290766007595,41.790566668977576,123.17301078712639,4.307718342759926,0.0005855531207243705,0.0,1.2496158623233442,0.03465453549987049,0.01114082933686688,0.0,7617202.271684216,5344713.083109157,1745005756.8667593,1.103065141876307
Diphenhydramine_x_Flecainide_synth4105,2,-90.7470196879131,30.904859860139975,207.31529049626462,250.58558430082826,42.85797111200108,121.65187954805307,7.443213727262921,12.221307995546356,0.7975651659590846,1.8450848447875543,0.08072908882307095,0.0,17.364515779924403,302099.22547332227,321324.262157983,375516.7601124817,0.060636810288405396
Telbivudine_x_Raltegravir_synth4432,1,-90.74851195460006,32.15475647754652,190.8453469515858,232.30268998608142,41.02743430373381,122.90326843214658,0.11429033342409228,2.214371811140239,0.030125074891648607,2.0093545721572474,20.383193111826174,0.0,0.03617356751258645,411094.85980624525,61248.04213642754,44360.16757492976,-0.8968993522350011
Paroxetine_x_Everolimus_synth1282,3,-90.74796285162851,32.432860417651824,191.80963436142673,234.39795044839298,40.919056546380254,123.18082326928034,1.5644286777636198,0.05983207662195417,0.23552538853443158,0.0,0.07817495815352815,0.01361606809759286,0.0,12173723.659870055,33707517.12643709,5762790332.267504,1.5587563522224892
Vandetanib_x_Sertindole_synth106,4,-90.74573694802913,32.43783178092919,214.6418864997046,260.5267607376872,44.49999419496987,123.18356872895832,18.00091447026855,0.01704385840520901,0.0002725180598448973,0.001979183475056636,0.3645256332709525,0.0,0.026208684396947613,6413.384089094583,7839273364.139767,20016375913.275143,6.29074337880207
Maraviroc _x_Haloperidol_synth3512,4,-90.74735911631713,32.42499504155625,197.05644211415427,240.4776294514428,41.67434312750393,123.17235415787337,3.907267888668142,0.01891471295325865,0.003714838475186097,0.0941685305026219,0.661493060787878,0.0,0.0,34709.82068725493,15201424.160423711,22808181.406572826,2.7295350977440656
Amitriptyline _x_Lamivudine_synth1471,1,-90.74900823754892,32.40994246634993,190.3153601524458,231.92658320228608,40.74708393176974,123.15895070389885,0.0,0.5960286266933944,6.86744585898445,3.675839034545751,0.24298627359592093,0.0,0.37371480171681115,1413066.924679654,885965.3496094905,162172.27191871766,-0.5714660622187075
Loratadine_x_Erythromycin_synth2282,4,-90.74712685695782,32.42960966033164,199.5170466147797,240.97284541574277,41.92600110858765,123.17673651728947,6.749539611953457,0.0,0.0005044636594158252,0.025804265899633867,0.0,0.011181608512425894,0.0,65625.63989283818,4379400035.57539,69089694740.83728,5.423340394613497
Cisapride _x_S-oxybutynin _synth1013,3,-90.74696075075639,32.4793693860994,198.64204774768766,242.19341960166594,42.07670301371518,123.22633013685578,4.7871249024632725,0.0,0.29319973262887317,0.0,0.11516612703152505,0.25004796016618774,4.252067354191422,357505.41051371035,3733213746.3680286,50377102.29690608,3.083875400901427
Cibenzoline_x_Phenytoin_synth183,1,-90.7490555642644,31.15258169798454,193.44329284673773,234.88825643513175,41.02263431644914,121.90163726224894,4.590864028116254,7.4628530170935345,2.0890949347649386,1.5848440948765596,1.0795730309298421,0.0,0.0,33065.5381474258,25704.99301059731,41945.89022397483,-0.003022142294964336
Lamivudine_x_Amiodarone_synth4571,1,-90.75409176297065,31.984929537447815,178.91206973982924,219.4764997814192,41.448404300453966,122.73902130041846,0.2384237097378678,0.948595095769124,10.578344024106451,5.232352775300214,2.2643947360615755,0.0,16.482780080402176,1023678.6696332167,192444.8681705761,6292.098698102591,-1.4686127235780213
Ribavirin_x_Voriconazole_synth934,1,-90.74832774213574,32.33522074110564,191.73685817668783,233.81798292289963,41.405932754911774,123.08354848324137,1.0936253796304343,0.5885629231393936,0.0,1.0236457076302903,0.0,0.0,0.09671227745569798,65759.3072099841,210114.74358094006,52054.77140833855,0.2015013064584903
Azimilide_x_Tadalafil_synth3023,2,-90.7470041321169,31.7815615030087,202.98691769160806,245.4860395078163,42.309697934369595,122.5285656351256,10.1392795075615,1.286338146232555,0.0,0.16313686624198123,3.262386374111354,0.0,0.0,14614.094209897285,1069748.6756609373,221813.2076505726,1.5228626771618068
Azithromycin_x_Doxorubicin_synth3981,4,-90.74654176804975,32.51300085410868,204.56028186594543,245.48337418053114,42.45234305489025,123.25954262215843,8.922320409496791,0.0,0.0019780359066168367,0.0,8.7567443204002,0.08140573335644401,8.219689061646724,9522.900222679758,98189847341.3109,91718868719.97562,6.998493403132182
Lidocaine_x_Diltiazem _synth3316,1,-90.74964778008888,32.32958284182789,187.5923683056125,228.03999104323645,41.116772111888345,123.07923062191676,0.17440552985320107,0.5863365536128811,7.0173865052949775,4.623977064648033,0.32242280623769837,0.0,2.191054156927335,2600321475.0231547,4261849584.9554415,169708.51327216276,-1.9853761692719276
Loratadine_x_Famotidine _synth1767,4,-90.74801990566469,32.428018975438825,192.38088026705518,233.5218729447242,40.816602930371396,123.17603888110352,0.20894841085457835,0.0,0.0,0.0,0.18082117314801804,0.0,0.0,7251720.323953572,87237371467.1815,70077055515.0167,4.032698162073517
Famotidine _x_Tedisamil_synth4762,4,-90.74775400106176,32.40049939392086,193.05143010898576,235.29839928092784,41.083345509825435,123.14825339498262,0.4759839470917512,0.23744394227542748,0.0010135154530191046,0.025702681056413445,0.05659931469760384,0.0,0.11490769304292997,2606777.7331973393,206069491.9517713,109508489385.95409,3.260626741609964
Vandetanib_x_Tedisamil_synth4645,4,-90.74642957431594,32.39816682750441,212.01630635414475,255.55587505636464,43.75522287109492,123.14459640182035,7.497095158853947,0.06776204285972412,0.002323422020870708,0.038230303313267974,0.1884914240180119,0.006400581203277561,0.0,10922.19333695821,74514478.95186366,106347792828.42128,5.411174715071194
Desipramine_x_Lamivudine_synth3421,1,-90.749873386924,31.707602472257665,192.33648941096098,233.16921896447784,41.035001673250804,122.45747585918166,2.3889087648410126,0.1591965291045861,0.0,4.93613576181933,0.0,0.0,0.10960217168281676,399775.7850079382,752476.5691347279,20697.31855147788,-0.5056129521424055
Droperidol_x_Chloroquine_synth1139,4,-90.74570277535177,32.401855899058226,226.61255366169883,272.8923553582658,46.62970442780179,123.14755867440999,23.632262055048752,0.2899658331792825,0.03418803434878233,0.12003973188496339,0.0,3.676421732274512,0.0,2561.928059618261,470021.1403150444,4707923645.277402,4.263906470898753
Flecainide_x_Sotalol_synth957,2,-90.74654735643048,31.17910974669853,207.13382073757373,250.46583485740265,43.16074770945024,121.92565710312901,16.768960287877874,2.2550998359554626,11.182148674572673,2.891874836900871,5.626267810690249,0.23759069269507355,16.568956459782427,7832.733375099539,12213.612024611488,30158.72944245384,0.3892152371873172
Metoprolol_x_Risperidone_synth1349,3,-90.74795061251822,32.34763115918356,193.1221764902392,234.88879564164017,40.75386699751423,123.09558177170177,1.1553713847573754,1.0216013176248409,0.17689650509757582,0.013613494922353234,0.02840341533107029,0.0,0.1894480514577798,311450.28858851054,4980482.173337044,163463474.4599444,1.9619573202200082
Cibenzoline_x_Diltiazem _synth2350,1,-90.74990132302764,32.12281017788582,191.0980067120976,232.55879052934995,41.218731951060406,122.87271150091345,1.61884122455941,1.3264108738535085,3.9464014704791985,4.070010553156768,0.1766248822642556,0.0,2.778509165931716,338990.34862905735,73619.34877382178,24448.206046481322,-0.9025678493543652
Paroxetine_x_Nelfinavir_synth289,3,-90.74803318940599,32.424487381925665,193.70050177453814,232.02964079116595,40.80049853529027,123.17252057133166,0.0,0.0,0.0,0.0,0.120782768070092,0.007137466756213823,0.0,3656222.702373284,5609222.241273796,10609364.981384957,0.32426337782784476
Raltegravir_x_Alvimopan_synth3715,1,-90.74855667238005,32.21716681976256,192.05683494987906,232.44550168331756,40.87659052368021,122.96572349214262,0.19847424690015666,2.271310118876003,0.020945566867374626,1.7323960716233051,21.177816012730737,0.0,0.36121295410728754,10989067.816603957,54451.91399900488,467657.1086943502,-1.8379905084365133
Ceftriaxone_x_Lamivudine_synth818,1,-90.74996501594941,32.16372275641763,190.7510441720793,231.08655295106806,41.205151797323325,122.91368777236704,2.8324921523233395,1.5470443406919159,0.0,7.614975988400628,0.1741906050218099,0.0,0.296705466094996,139386.02947755856,146463.16746595572,12429.318209220111,-0.5141313826088592
Chlorpheniramine_x_Aspirin_synth2944,4,-90.74805306668748,32.42887329390706,192.09354158835333,232.55981286529916,40.83425989869168,123.17692636059454,0.0,0.0,0.003288107448126609,0.0,0.10097943349575329,0.04303744919138178,0.0,6721313.327442595,104942018078.06857,103363778141.1214,4.190204752036596
Propranolol_x_Tadalafil_synth1741,2,-90.74803052541468,32.39011417214112,192.05228788261027,233.57276854896645,40.902751393076535,123.13814469755579,0.004612594640204776,0.29563245813738664,0.0,0.02551361230843098,0.0794456518758155,0.0,0.16866418839768432,568984.3642802521,1359955.018068522,2245692.387973606,0.48733707326075004
Nelfinavir_x_Everolimus_synth1573,3,-90.74803943461693,32.4309083219714,192.00338840750197,233.84798297097524,40.77452848965836,123.17894775658833,0.40220755571247135,0.03821846527250772,0.0,0.0,0.0,0.005037706902243083,0.05233084362032327,50964517.30947132,8699129.472105112,101381486174.14655,1.2654493086828191
Lamivudine_x_Raltegravir_synth4823,1,-90.74886545161125,32.1169850775866,190.6652682922906,232.30641868070114,41.03844024793675,122.86585052919784,0.2700822643268845,0.9563567497693656,0.025226080242994484,3.6768758526136263,4.967928758902886,0.0,0.18084416834113937,1051057.762021367,722644.1115079196,27540.796285602035,-0.8721761033089916
Maraviroc _x_Chloroquine_synth422,4,-90.74689844650659,32.401325355648616,206.14504404855026,249.83761089961595,43.28315227925706,123.1482238021552,16.485053391582298,0.09638780876911439,0.1344895619142092,0.0,0.0,0.710740527905066,0.08583081492897288,79747.36581495152,1907686.8601619236,98001322479.40376,3.734153165828606
Terfenadine_x_Tadalafil_synth438,2,-90.7481422229598,32.45180312728811,194.27396947028703,235.71548075486527,41.43679288989004,123.1999453502479,2.5977822009098825,0.465845627024235,0.5249198497667322,1.0055869736683576,0.4274412696656848,0.024006658625165433,0.44743595387633767,30959.131793252283,2527014.723716787,2855465.1578679387,1.9383535458493897
Mexiletine_x_Nilotinib_synth4211,2,-90.74796730881167,29.712914753196948,207.2498956701917,250.40017818310432,42.83394710862373,120.46088206200861,7.278802607089764,4.660907960935092,24.788298351175627,2.4372336516477033,0.012404710848367265,0.007670431251507118,0.14158219216782636,26037.145239904778,945936.748980775,682322.7588276584,1.4893326119404995
Fluvoxamine_x_Darunavir_synth2095,2,-90.74814344417321,32.209523755325286,196.26811087495136,237.2663637175902,41.61220129048052,122.9576671994985,1.7572002031585445,1.07788362373078,0.20373969805973943,3.8963694027613465,0.1949902587936104,0.03839944336148601,0.8191119879456761,12801.94639739501,100608.53309682784,512879.760904296,1.2490491847139353
Droperidol_x_Famotidine _synth3,4,-90.74663962012045,32.43845457291328,222.98579710998646,267.3752879922202,45.163848327026535,123.18509419303373,26.20377130520344,0.020747561113791724,0.003027953832046608,0.05773584579610387,0.5995052303239969,0.0,0.0,33349.529014282234,116932090.12754755,7778375.510823928,2.9563216041529876
Amitriptyline _x_Rufinamide_synth582,1,-90.75075558652703,32.363641529408255,184.2312557703591,226.3187969197281,41.29569212537504,123.11439711593529,0.4389291727676017,0.3729035298188077,3.4579278421184574,18.00544602808873,9.131859469013202,0.0,15.427972144085615,758049.272151487,5400968.90994054,19463.808539821952,-0.36884768447394833
Duloxetine_x_Tadalafil_synth2911,2,-90.74802569525073,32.38466112404881,192.22935598878573,233.6802771709389,40.93310305647452,123.13268681929955,0.0,0.028553404344656128,0.1480052920862331,0.0,0.052823966735806145,0.0014889804202983924,0.0,1746037.5286402993,1512123.3602278046,7338825.000604732,0.2805533032106089
Haloperidol_x_Vandetanib_synth2930,4,-90.74580416892309,32.43779557593872,213.2658385717914,257.396917508653,43.97747410056055,123.18359974486181,15.254628927932176,0.0,0.001498681323157993,0.12811984037277152,0.0,0.023803392697404543,0.0,3946.7681754442333,589218431.2258916,1261589.0098802731,3.8393554926249207
Raltegravir_x_Dronedarone_synth2676,1,-90.74905367894586,32.2161962627619,191.52312219447813,233.1897477190448,40.86666087712714,122.96524994170775,0.15566977806598134,1.367541811151044,0.0,1.4734040202739616,3.236290197631247,0.0,0.5159254268782693,380110.6094255025,272152.88114390057,53291.92931309453,-0.4991728017957362
Amitriptyline _x_Lidocaine_synth2312,1,-90.7481818349885,32.3988285507106,188.49263264678038,228.51610045459017,40.935708110432635,123.1470103856991,0.007267599240547734,0.2430564716252605,9.201247115134262,0.0,8.74781144563097,0.0,2.6623717825045348,4987230779.729389,6376519.468885284,261989996.99963507,-2.0864252653176356
Chlorpheniramine_x_Lopinavir_synth648,4,-90.74812124325096,32.41588297807842,197.70983810060073,238.88576309461993,41.9557165485811,123.16400422132938,5.4133292310119705,0.006752570983559533,0.00044945558939503953,2.2371041226898973,0.0,0.0,0.0,26670.265076645635,100145173654.13515,54626035.56481068,4.942987521368346
Ajmaline_x_Metoprolol_synth4975,3,-90.74689576047984,32.106483744506534,212.51469886041684,256.3097422688526,43.80937718588602,122.85337950498638,10.191480202079688,1.7537404493960567,0.0,0.8862802712027487,0.05490210914050923,0.0,4.166458537733249,23820.968877157924,84816.45790707701,1335781376.4010212,2.6501483361844107
Doxorubicin_x_Tamoxifen_synth4633,4,-90.74776925006806,32.429167846375,193.68039342754818,235.89004997994397,41.02916456011276,123.17693709644305,1.1752760458559222,0.005013509723218776,0.0,0.0,13.416357197040211,0.10564485709757619,0.0,125357.31550612398,98470521505.50633,97891625453.15257,5.893876205659666
Quetiapine_x_Moxifloxacin_synth4012,2,-90.74745121851699,32.29293132634475,198.2175631355238,240.87986501133324,41.98949196794728,123.04038254486173,7.118716239385076,0.5202490622600053,0.03252147236145714,0.18211269948548628,3.7198313181556584,0.020036803903653137,1.4665898444616075,15393.725336813524,139897.1882285842,109478.65007930709,0.9052254763696135
Raltegravir_x_Lidocaine_synth4483,1,-90.74906139563906,32.21383549355863,188.7859631908283,230.10149604513413,40.95137310900944,122.9628968891977,0.17788376182034432,0.7690502312359783,7.089712733786644,0.885844699125833,17.521088932739378,0.0,0.0,330230942.6354677,6240159002.494838,63058851.843754075,0.2786530932065432
Darifenacin_x_Sparfloxacin_synth2252,3,-90.74790345472857,32.42154072569467,194.1723500930419,237.7654465318118,41.15319293494359,123.16944418042324,0.8795503997453183,0.04591938204446694,0.2023421288532454,0.4467007237258703,0.016302035783327277,0.0,0.15899026719094367,36136.0657738619,3292246.447342174,52315216.286509626,2.5601193133818505
Haloperidol_x_Chloroquine_synth1481,4,-90.7457319749267,32.407705338022346,215.04805133724386,261.77077153782903,44.87809390541439,123.15343731294905,15.186755310694155,0.28735105116375304,0.26732702028437444,0.12608131915074022,0.0,3.1769220847673783,0.0,4321.62899959916,3122826.27777685,3576416781.597197,4.3883504935003765
Sparfloxacin_x_Desvenlafaxine_synth1141,3,-90.74776000621793,32.3310220668121,195.95737709266368,238.07119848312465,41.95670606291586,123.07878207303003,5.208992029681866,1.8144257627380738,0.0,1.214014097894895,0.0,0.02002481859352712,0.0,582429.9698330956,891359.674250784,3993187871.254092,2.0104426486952884
Clarithromycin_x_Dofetilide_synth1158,4,-90.74643362421392,32.50489619306542,202.0716185307169,244.0575766895112,42.28960633603806,123.25132981727934,9.004311510658574,0.007745923645437129,0.0,0.01527420868129508,0.9194671194903871,0.0,9.868283737029493,8654.521078204978,239916110.5582855,1710093998.6448135,4.869296657535571
Clarithromycin_x_Loratadine_synth2030,4,-90.74733283482531,32.430733540873824,198.29489627129988,241.16808461186847,41.65463766865089,123.17806637569913,10.005263717370585,0.0031276530023987177,0.0012435964850543626,0.0,0.0,0.012092349291666735,0.06240933967981124,47065.315704406465,35570483309.65265,1801825088.8777993,5.230700221785995
S-oxybutynin _x_Darifenacin_synth4699,3,-90.74801670208997,32.416802117602565,191.90198985779773,234.21974201907858,40.99515188723331,123.16481881969253,0.0,0.09576346311941931,0.0,0.0,0.03655399987177588,0.0,0.056742708491428685,188973250.18127233,65085124.689076066,398448573.92456317,-0.06947332363732706
Haloperidol_x_Azithromycin_synth665,4,-90.74565483002186,32.51096104076086,211.5641799974276,254.36968222547173,43.68601541170062,123.25661587078272,12.677018042534717,0.0,0.012709156178737396,0.062287063112266214,0.2342187073349029,0.0,5.491829600755156,6294.5183707780325,59030922296.191444,13537169.664992247,5.152341214986608
Ajmaline_x_Silodosin_synth319,3,-90.74691533296725,32.23210031565411,211.4527835947806,254.76269760521436,43.38404308493409,122.97901564862136,15.691918778964904,1.8441241943921518,0.18315366911281397,2.009089064568916,0.003651026956506673,0.0,0.6463168062470797,24836.411558890282,39920.299083416474,5988001.302468241,1.2941489884166626
Telbivudine_x_Diltiazem _synth2958,1,-90.74981697006284,32.270499706953885,190.42065672291574,231.26039439619683,41.209107241849644,123.02031667701672,0.39475900558972893,0.9432248958982665,1.0542352402064754,2.9652117189363607,4.229587430690642,0.0,1.5256483229682711,352256.25538141327,144431.94041150835,39417.67872016707,-0.6691815684030442
Doxorubicin_x_Vandetanib_synth2202,4,-90.74671258999415,32.434331358859204,208.2776668136284,250.71545547130748,43.23095871882433,123.18104394885336,8.71658420306862,0.0,0.0010046719987102698,0.019976629269537027,33.169924072051266,0.0,0.0,135058.1619887126,99395495953.96674,106035398250.02524,5.880887953358167
Mitoxantrone_x_Flecainide_synth2326,2,-90.74706016282015,30.365872308617185,214.21469705818305,258.3841510578414,44.23712481712619,121.11293247143733,16.672055250113498,6.038011778174503,15.468235542973678,3.7856333337128842,2.929637450143219,0.0,18.840735041124272,6281.8289063656675,58322.339108564374,22262.431248054432,0.758617658832282
Nelfinavir_x_Darifenacin_synth1125,3,-90.74805684243881,32.42461626563068,192.42939142178446,233.57874043550328,40.80570933225627,123.17267310806949,0.0,0.012339816841639217,0.0,0.0408377095696001,0.1260184112506746,0.0,0.13765511221046908,2642677.2937580366,5265505.693419276,78910848638.42813,2.3872442671322442
Mitoxantrone_x_Pimozide_synth1068,2,-90.74829071972248,32.34660133282019,194.2209107646135,235.1596646595006,41.33823867917513,123.09489205254266,2.2696259295251346,0.0,0.1575138110763137,1.2772521504984715,0.10165610789964456,0.017033727193597522,0.24540968179298767,139771.32734390587,1451069.3564562176,144289.9742547531,0.5150440738872324
Telbivudine_x_Diazepam_synth982,1,-90.7481076952636,32.38530095304997,192.424387569962,231.9304169039038,40.72930331092077,123.13340864831358,0.20995056299047582,0.1174905780370634,0.0,0.6336525013060726,0.8171089890811254,0.0,0.09921530281201002,1878363.7727014583,946404.5531943863,110800.48181968062,-0.7634704685853491
Darunavir_x_Mitoxantrone_synth1094,2,-90.74851616635874,32.320616070350006,196.102654481171,238.05110959996523,41.633440517558626,123.06913223670875,1.923856813210447,0.3974781290930053,0.0,2.3421320820199725,0.0,0.029641097677462848,0.24308410235150868,20089.18546171438,151240.38751887387,213932.78633905837,0.9520102363893153
Risperidone_x_Ajmaline_synth4352,3,-90.74639706357384,32.149505570349135,218.25534644528065,263.12012895180055,44.5384656177812,122.89590263392297,10.764762709932093,1.799074375773872,0.0,0.8908766779171815,0.0364355025201006,0.00017873704680808046,2.921539235039774,3031.6580900460895,45577.71663645561,60107.114052140765,1.2371590001992363
Methadone_x_Ondansetron_synth39,3,-90.74606857568108,32.36816321204301,211.98879176860245,254.90096929474655,43.64989782968746,123.1142317877241,13.23220194087564,0.33219064017608124,0.8887135945322648,0.41171576567286966,0.3052493084066546,0.0,0.0,5762.668490422758,300815.5462853873,107321.48626154779,1.493869841143427
Halofantrine_x_Ajmaline_synth1387,3,-90.74573391794762,32.1505382270789,249.00974613778504,297.2883774412904,49.20583121149204,122.89627214502651,35.36924226260827,1.9559122954122832,0.0,5.181554752974619,0.0,0.022317435250095163,2.1567011975458916,1174.7609767297456,54637.05396007864,15105.813489786502,1.388366184457827
Diltiazem _x_Ribavirin_synth4604,1,-90.74875533393018,32.289967328383604,191.18674781547685,232.2525610935893,41.1947104698104,123.03872266231377,1.1222210533395367,0.7213244933583762,0.379673355313517,4.760926750511929,0.07137786108626536,0.0,1.8122700380533283,122015.30098148841,120953.13608697659,26658.752740715776,-0.33218581560989224
Alvimopan_x_Lidocaine_synth3069,1,-90.74828635465153,32.410347952811875,188.93719319179138,230.37146775439226,40.88928355603461,123.1586343074634,0.0,0.0,5.347088236884677,0.0,0.06136008780605976,0.0,0.013009754034086773,491519891.66837496,59953532686.08987,2767300.9773714026,-0.08160551083792988
